ReporterISO3,PartnerISO3,Year,Value chains,Temperature,value_usd,quantity_mt
MLI,MAR,2019,Potatoes,Fresh,1384279,3996.1
NLD,EGY,2013,Potatoes,Fresh,1914773,3979.25
CHN,EGY,2012,Potatoes,Frozen,4233690,3952
SVN,EGY,2016,Potatoes,Fresh,1580559,3918.092
ESP,MAR,2021,Potatoes,Fresh,1648665,3917.911
ESP,MAR,2006,Potatoes,Fresh,1211596,3880.963
DEU,MAR,2006,Potatoes,Fresh,2074000,3877.5
OMN,EGY,2007,Potatoes,Fresh,1124856,3871.345
UKR,EGY,2021,Potatoes,Fresh,1150044,3868.55
UKR,EGY,2024,Potatoes,Fresh,2178496,3851.41
MAR,EGY,2021,Potatoes,Frozen,4666679,3834.52
NER,MAR,2016,Potatoes,Fresh,286725,3825.03
SWE,EGY,2023,Potatoes,Fresh,2475174,3823
ESP,MAR,2011,Potatoes,Fresh,1941252,3803.217
MRT,MAR,2020,Potatoes,Frozen,613962,3801.7
SAU,EGY,2019,Potatoes,Fresh,1811068,3780.076814
ESP,MAR,2004,Potatoes,Fresh,1540495,3744.757
GMB,EGY,2023,Potatoes,Fresh,765818,3710.315
MAR,EGY,2012,Potatoes,Frozen,3777488,3704.589
TZA,KEN,2015,Potatoes,Frozen,145490,3700.3
TZA,KEN,2018,Potatoes,Frozen,223637,3700
MAR,EGY,2017,Potatoes,Frozen,4503982,3683.45
BEL,MAR,2005,Potatoes,Fresh,1437103,3683.307
USA,EGY,2024,Potatoes,Dehydrated,19105925,5709.689
NER,MAR,2019,Potatoes,Fresh,438662,3670.67
RUS,MAR,2012,Potatoes,Fresh,1644970,3648.41
MAR,EGY,2018,Potatoes,Frozen,4220073,3571.43
SWE,EGY,2022,Potatoes,Fresh,2435969,3548
HRV,EGY,2007,Potatoes,Fresh,1482596,3526.044
KWT,EGY,2006,Potatoes,Fresh,989820,3501.999
CHE,EGY,2018,Potatoes,Fresh,2668329,3499.192
KWT,EGY,2016,Potatoes,Frozen,3872456,3609.487
BIH,EGY,2020,Potatoes,Fresh,1437546,3498.482
MAR,EGY,2014,Potatoes,Frozen,4082283,3495.431
JOR,EGY,2004,Potatoes,Frozen,2413515,3494.402
USA,MAR,2008,Potatoes,Dehydrated,3123999,3489.943
BFA,MAR,2020,Potatoes,Fresh,258797,3429.933
USA,EGY,2021,Potatoes,Dehydrated,13892985,4446.919138
CIV,MAR,2024,Potatoes,Fresh,512619,3418.34
MAR,EGY,2016,Potatoes,Frozen,4150688,3402.55
USA,EGY,2022,Potatoes,Dehydrated,16035545,4506.138
NLD,MAR,2020,Potatoes,Fresh,1791308,3385.744
JPN,EGY,2017,Potatoes,Frozen,2650076,3381.89
TZA,KEN,2023,Potatoes,Frozen,193076,3330
BHR,EGY,2015,Potatoes,Fresh,1655265,3324.636
IRL,EGY,2024,Potatoes,Fresh,2075621,3305.367
AUT,EGY,2002,Potatoes,Fresh,1231369,3296
POL,MAR,2006,Potatoes,Fresh,1818363,3271.697
FRA,MAR,2013,Potatoes,Fresh,1922734,3269.109
BFA,MAR,2017,Potatoes,Fresh,230458,3268.7
AUT,EGY,2003,Potatoes,Fresh,1576870,3247.3
UGA,KEN,2019,Potatoes,Fresh,396999,3216.487
TZA,KEN,2021,Potatoes,Frozen,176064,3200
TUN,EGY,2019,Potatoes,Fresh,1624454,3196.88
BFA,MAR,2016,Potatoes,Fresh,209723,3145
TUR,EGY,2020,Potatoes,Fresh,401000,3140.63
MAR,EGY,2010,Potatoes,Frozen,2989861,3145.592
MAR,EGY,2015,Potatoes,Frozen,3763537,3126.325
CHE,EGY,2017,Potatoes,Fresh,2585094,3123.43
NLD,MAR,2009,Potatoes,Fresh,1584576,3107.38
UKR,EGY,2019,Potatoes,Fresh,1324283,3101.45
QAT,EGY,2014,Potatoes,Frozen,4821751,4445.856
OMN,EGY,2005,Potatoes,Fresh,1128783,3091.202
FRA,MAR,2019,Potatoes,Fresh,1564781,3090.009
BEL,EGY,2021,Potatoes,Fresh,1193505,3076.15
NLD,EGY,2014,Potatoes,Fresh,1701917,3075
MAR,EGY,2009,Potatoes,Frozen,2511239,3072.137
GEO,EGY,2014,Potatoes,Fresh,954986,3070.63
ARE,EGY,2005,Potatoes,Frozen,2267607,3346.237
ROM,EGY,2007,Potatoes,Fresh,1073706,3048.75
GEO,EGY,2018,Potatoes,Fresh,555673,3034.954
AUT,EGY,2007,Potatoes,Fresh,1883504,3031.9
BEL,EGY,2024,Potatoes,Fresh,1819796,3012.5
MAR,EGY,2013,Potatoes,Frozen,3358327,3013.677
JPN,EGY,2019,Potatoes,Frozen,2714011,2995.71
BFA,MAR,2019,Potatoes,Fresh,236527,2932.222
OMN,EGY,2008,Potatoes,Fresh,1424123,2927.302
KWT,EGY,2011,Potatoes,Fresh,1610435,2901.266
SWE,EGY,2021,Potatoes,Fresh,1520305,2888
MAR,EGY,2008,Potatoes,Frozen,2526845,2854.471
MAR,EGY,2020,Potatoes,Frozen,3265740,2849.06
BFA,MAR,2022,Potatoes,Fresh,220213,2845.719
OMN,EGY,2012,Potatoes,Fresh,1211214,2842.794
HRV,EGY,2022,Potatoes,Fresh,1457981,2839.57
POL,MAR,2010,Potatoes,Fresh,1461106,2834.585
NER,MAR,2020,Potatoes,Fresh,346582,2833.84
FRA,MAR,2018,Potatoes,Fresh,1186594,2825.223576
CZE,EGY,2022,Potatoes,Fresh,714098,2819.183
ESP,MAR,2014,Potatoes,Fresh,861802,2815.365
CZE,EGY,2006,Potatoes,Fresh,1258440,2813.965
NER,MAR,2017,Potatoes,Fresh,227605,2787.5
HRV,EGY,2021,Potatoes,Fresh,970765,2772.4
NLD,MAR,2021,Potatoes,Fresh,1344951,2762.61
IDN,EGY,2019,Potatoes,Fresh,1127311,2752.59
POL,MAR,2003,Potatoes,Fresh,768000,2751.99
USA,EGY,2023,Potatoes,Dehydrated,13551830,4068.474
SYR,EGY,2010,Potatoes,Frozen,1678951,2724.835
BHR,EGY,2022,Potatoes,Frozen,3452333,2723.349
ALB,EGY,2023,Potatoes,Fresh,1369780,2703.395
JOR,EGY,2003,Potatoes,Frozen,1502887,2686.618
AUT,EGY,2019,Potatoes,Fresh,2061895,2685.41
USA,EGY,2020,Potatoes,Dehydrated,9260943,2742.756943
DEU,EGY,2022,Potatoes,Dehydrated,8135205,2718.032441
BFA,MAR,2018,Potatoes,Fresh,204960,2656.3
MUS,EGY,2020,Potatoes,Fresh,1695347,2638.76
POL,MAR,2011,Potatoes,Fresh,1786006,2630.219
OMN,EGY,2004,Potatoes,Fresh,493389,2608.427
CZE,EGY,2005,Potatoes,Fresh,638494,2607.191
NER,MAR,2018,Potatoes,Fresh,331790,2604.34
SWE,EGY,2024,Potatoes,Fresh,1329531,2585
POL,EGY,2018,Potatoes,Frozen,2723830,2533.924
ESP,MAR,2007,Potatoes,Frozen,800294,2530.58
POL,EGY,2024,Potatoes,Frozen,4077558,2525.347
SEN,MAR,2016,Potatoes,Fresh,322839,2523.15
RUS,EGY,2018,Potatoes,Frozen,2290504,2514.972
ALB,EGY,2013,Potatoes,Fresh,1025886,2506.55
TZA,KEN,2017,Potatoes,Frozen,308585,2500
USA,MAR,2007,Potatoes,Dehydrated,7005639,2491.667
MRT,MAR,2016,Potatoes,Fresh,350279,2485.311
BHR,EGY,2023,Potatoes,Frozen,3894580,2556.458224
NLD,EGY,2017,Potatoes,Fresh,1074175,2472.56
POL,EGY,2009,Potatoes,Fresh,1086618,2472.106
QAT,EGY,2017,Potatoes,Frozen,2724446,2682.722
BEL,EGY,2012,Potatoes,Fresh,977279,2457.41
ESP,EGY,2019,Potatoes,Fresh,1324386,2452.5
USA,MAR,2002,Potatoes,Dehydrated,7629847,2446.878
ESP,MAR,2012,Potatoes,Fresh,986927,2443.95
USA,MAR,2003,Potatoes,Dehydrated,8239668,2443.504
SYR,EGY,2009,Potatoes,Frozen,1298983,2607.84
NER,MAR,2021,Potatoes,Fresh,298698,2436.84
BHR,EGY,2019,Potatoes,Fresh,1144977,2428.699
AUT,EGY,2020,Potatoes,Fresh,1514182,2420.58
RUS,MAR,2002,Potatoes,Fresh,454489,2418.184
DEU,MAR,2010,Potatoes,Fresh,1367954,2417.895
USA,EGY,2018,Potatoes,Dehydrated,7692342,2427.527
UKR,EGY,2013,Potatoes,Fresh,2390155,2413.698
TUN,EGY,2005,Potatoes,Fresh,577360,2398
AUT,EGY,2006,Potatoes,Fresh,1442455,2397.7
BRA,EGY,2024,Potatoes,Dehydrated,5213677,2819.903
SUD,EGY,2015,Potatoes,Frozen,2903515,2374.65
DEU,EGY,2019,Potatoes,Dehydrated,6371495,2397.56869
DEU,EGY,2021,Potatoes,Dehydrated,7770151,2424.443522
HRV,EGY,2006,Potatoes,Fresh,947876,2348.4
DEU,EGY,2020,Potatoes,Dehydrated,7545310,2429.052685
ZAF,EGY,2012,Potatoes,Frozen,1942216,2330.718
NLD,EGY,2020,Potatoes,Fresh,960466,2330.67
HRV,EGY,2005,Potatoes,Fresh,799991,2326.22
NLD,EGY,2003,Potatoes,Fresh,987563,2323.5
QAT,EGY,2013,Potatoes,Fresh,1200615,2317.265
UGA,KEN,2016,Potatoes,Fresh,708470,2313.31
ZAF,EGY,2007,Potatoes,Frozen,1089745,2302.603
TZA,KEN,2022,Potatoes,Frozen,114392,2300
USA,EGY,2010,Potatoes,Dehydrated,5454445,2299.949
USA,EGY,2019,Potatoes,Dehydrated,7827404,2319.868
POL,MAR,2019,Potatoes,Fresh,1438697,2296.115
MAR,EGY,2007,Potatoes,Frozen,1930508,2293.78
DEU,EGY,2024,Potatoes,Dehydrated,8033422,2419.940652
DEU,EGY,2017,Potatoes,Dehydrated,6489144,2299.964588
USA,EGY,2014,Potatoes,Dehydrated,7824065,2281.303
HRV,EGY,2011,Potatoes,Fresh,1158617,2274.505
BFA,MAR,2015,Potatoes,Fresh,126464,2273
BHR,EGY,2019,Potatoes,Frozen,2355527,2259.832
DJI,EGY,2023,Potatoes,Dehydrated,2015685,2270.8814
ALB,EGY,2011,Potatoes,Fresh,961699,2255
NER,MAR,2022,Potatoes,Fresh,240260,2250.06
BHR,EGY,2014,Potatoes,Fresh,1306588,2234.026
SAU,EGY,2020,Seed Potatoes,Seed,868109,2231.45
IDN,EGY,2012,Potatoes,Fresh,1024650,2227.5
POL,EGY,2016,Potatoes,Fresh,947698,2221.217
QAT,EGY,2013,Seed Potatoes,Seed,1343551,2216.469
USA,EGY,2017,Potatoes,Dehydrated,6856621,2212.734
QAT,EGY,2008,Potatoes,Frozen,2016630,2313.739
BFA,EGY,2023,Potatoes,Frozen,125155,2206.16
ALB,EGY,2019,Potatoes,Fresh,1123031,2201.15
TZA,KEN,2011,Potatoes,Frozen,333394,2200
ROM,EGY,2010,Potatoes,Fresh,582883,2197.44
NLD,EGY,2005,Potatoes,Fresh,860274,2192.1
ROM,EGY,2012,Potatoes,Fresh,263010,2191.75
IDN,EGY,2018,Potatoes,Fresh,833490,2187
DEU,EGY,2014,Potatoes,Dehydrated,7216228,2182.952763
UKR,EGY,2018,Potatoes,Fresh,878571,2180
USA,MAR,2005,Potatoes,Dehydrated,7648117,2174.096
BIH,EGY,2019,Potatoes,Fresh,1037338,2165.48
BEL,EGY,2022,Potatoes,Fresh,872081,2159.89
JOR,EGY,2002,Potatoes,Frozen,1086448,2151.086
BEL,EGY,2018,Potatoes,Fresh,581858,2133
MYS,EGY,2013,Potatoes,Fresh,1169754,2117.5
LBY,EGY,2019,Potatoes,Dehydrated,8560641,2829.306
QAT,EGY,2010,Potatoes,Frozen,2431748,2823.067
AZE,EGY,2014,Potatoes,Fresh,129506,2095.48
ROM,EGY,2009,Potatoes,Fresh,668001,2094.5
UGA,KEN,2018,Potatoes,Fresh,461345,2090.019
ROM,EGY,2014,Potatoes,Fresh,1171107,2086.4
QAT,EGY,2013,Potatoes,Frozen,4060115,3694.005
CZE,EGY,2019,Potatoes,Fresh,1243026,2075.022
POL,EGY,2007,Potatoes,Frozen,1984031,2070.47
ROM,EGY,2020,Potatoes,Fresh,710513,2060
SEN,MAR,2024,Potatoes,Fresh,440862,2044
MRT,MAR,2015,Potatoes,Fresh,318787,2043.81
NLD,MAR,2022,Potatoes,Fresh,859038,2042.187
POL,MAR,2004,Potatoes,Fresh,809213,2029.954
RUS,EGY,2021,Potatoes,Dehydrated,3032301,2029.54429
OMN,EGY,2023,Potatoes,Frozen,3101027,2027.241399
USA,EGY,2011,Potatoes,Dehydrated,5716295,2027.056
ROM,EGY,2002,Potatoes,Fresh,466875,2025.4
BIH,EGY,2022,Potatoes,Fresh,939954,2023.19
DEU,EGY,2016,Potatoes,Dehydrated,5930328,2018.165064
RUS,MAR,2015,Potatoes,Fresh,1059963,2016.891
CHE,MAR,2004,Potatoes,Fresh,1403915,2009.863
BHR,EGY,2021,Potatoes,Frozen,2107467,2014.688
PAK,EGY,2021,Potatoes,Frozen,2081807,2002
DEU,EGY,2015,Potatoes,Dehydrated,5814240,2000.517348
TUR,EGY,2006,Potatoes,Fresh,700000,2000
HRV,EGY,2017,Potatoes,Fresh,632379,1997
DEU,EGY,2023,Potatoes,Dehydrated,7066683,2065.005598
POL,MAR,2012,Potatoes,Fresh,1039278,1992.938
ARE,EGY,2005,Potatoes,Fresh,418656,1988.857
DEU,EGY,2011,Potatoes,Dehydrated,5218913,1985.919
SEN,MAR,2017,Potatoes,Fresh,441864,1984.83
SWE,EGY,2020,Potatoes,Fresh,1075534,1980
POL,MAR,2014,Potatoes,Fresh,979703,1978.287
OMN,EGY,2006,Potatoes,Fresh,475371,1976.558
MYS,EGY,2012,Potatoes,Fresh,1032371,1976
RUS,EGY,2020,Potatoes,Dehydrated,2856098,1975.80798
BHR,EGY,2017,Potatoes,Frozen,2100430,1993.885
BHR,EGY,2018,Potatoes,Frozen,2048221,1989.438
DEU,MAR,2007,Potatoes,Fresh,1321000,1959.6
IRL,EGY,2023,Potatoes,Fresh,1272695,1951.65
ROM,EGY,2015,Potatoes,Fresh,620560,1934
RUS,MAR,2008,Potatoes,Fresh,1040161,1930.394
DEU,EGY,2010,Potatoes,Dehydrated,4434425,1929.345
OMN,EGY,2021,Potatoes,Frozen,1829051,1977.05
DEU,EGY,2018,Potatoes,Dehydrated,5780211,1940.915813
CZE,EGY,2010,Potatoes,Fresh,1094321,1909.69
JPN,EGY,2012,Potatoes,Frozen,1795160,1909.108
DEU,EGY,2013,Potatoes,Dehydrated,5772960,1906.416416
BEL,MAR,2003,Potatoes,Fresh,749928,1902.77
BEL,EGY,2018,Potatoes,Frozen,3328553,1879.2
GEO,EGY,2015,Potatoes,Fresh,401316,1868.335
SVN,EGY,2015,Potatoes,Fresh,724623,1860.158
CZE,EGY,2023,Potatoes,Fresh,1001060,1859.945
ZAF,EGY,2010,Potatoes,Frozen,1611151,1859.5499
AUT,EGY,2011,Potatoes,Fresh,1379210,1843.8
USA,EGY,2007,Potatoes,Dehydrated,4239226,1842.199
RUS,EGY,2019,Potatoes,Dehydrated,2428411,1841.8354
POL,EGY,2023,Potatoes,Dehydrated,3633203,1835.709
MYS,EGY,2021,Potatoes,Fresh,808388,1833.46
NLD,EGY,2004,Potatoes,Fresh,930777,1828.81
BHR,EGY,2020,Potatoes,Frozen,1873740,1855.66
USA,EGY,2015,Potatoes,Dehydrated,6540120,1823.206
DEU,EGY,2008,Potatoes,Dehydrated,4346458,1822.487
RUS,EGY,2014,Potatoes,Dehydrated,2990343,1820.807
JPN,EGY,2008,Potatoes,Frozen,1554858,1862.055
ROM,EGY,2018,Potatoes,Fresh,648759,1802.5
CHE,MAR,2003,Potatoes,Fresh,1188347,1798.659
RUS,EGY,2017,Potatoes,Dehydrated,2319588,1795.8657
GEO,EGY,2012,Potatoes,Fresh,358750,1792.75
JPN,EGY,2018,Potatoes,Frozen,1463747,1788.2
FRA,MAR,2024,Potatoes,Fresh,1377328,1784.669
BRA,EGY,2023,Potatoes,Dehydrated,3140023,1782.945
JPN,EGY,2016,Potatoes,Frozen,1626412,1781.823
GBR,EGY,2021,Potatoes,Fresh,1101530,1780.68
CHE,EGY,2014,Potatoes,Fresh,1767633,1778.515
NLD,EGY,2002,Potatoes,Fresh,616646,1778.3
BFA,EGY,2024,Potatoes,Fresh,132517,1777.888
MYS,EGY,2015,Potatoes,Fresh,843084,1767.5
OMN,EGY,2009,Potatoes,Fresh,703602,1765.129
USA,EGY,2012,Potatoes,Dehydrated,5595100,1765.053
USA,EGY,2016,Potatoes,Dehydrated,6416972,1764.411
AUT,EGY,2009,Potatoes,Fresh,1241397,1760.5
POL,EGY,2012,Potatoes,Fresh,671596,1758.999
SAU,EGY,2007,Potatoes,Fresh,531004,1757
MLT,EGY,2024,Potatoes,Fresh,764113,1744.98
JPN,EGY,2015,Potatoes,Frozen,1627297,1741.66
BHR,EGY,2011,Potatoes,Frozen,1815812,1859.629
RUS,EGY,2015,Potatoes,Dehydrated,3050482,1739.193
CHE,MAR,2005,Potatoes,Fresh,1183155,1734.596
UGA,KEN,2011,Potatoes,Fresh,116126,1734.583
RUS,EGY,2018,Potatoes,Dehydrated,2476135,1727.26296
USA,EGY,2013,Potatoes,Dehydrated,6240383,1723.026
JPN,EGY,2014,Potatoes,Frozen,1760647,1719.468
BHR,EGY,2013,Potatoes,Fresh,1130532,1713.749
RUS,MAR,2011,Potatoes,Fresh,914287,1706.283
USA,MAR,2004,Potatoes,Dehydrated,6001443,1706.003
DEU,EGY,2007,Potatoes,Dehydrated,3129000,1699.8
RUS,EGY,2016,Potatoes,Dehydrated,2657615,1696.3103
SYR,EGY,2008,Potatoes,Frozen,865831,1693.12
JPN,EGY,2010,Potatoes,Frozen,1559290,1762.91
RUS,EGY,2008,Potatoes,Dehydrated,1399138,1690.872
BHR,EGY,2015,Potatoes,Frozen,1834164,1710.467
POL,MAR,2017,Potatoes,Fresh,857371,1682.33
TZA,KEN,2010,Potatoes,Frozen,155054,1677.45
QAT,EGY,2007,Potatoes,Frozen,1609284,1877.85
NLD,MAR,2018,Potatoes,Fresh,837404,1673.93
OAS,EGY,2015,Potatoes,Frozen,2053313,1649.375
BHR,EGY,2014,Potatoes,Frozen,1878565,1697.159
DEU,EGY,2012,Potatoes,Dehydrated,4173869,1624.779368
POL,EGY,2011,Potatoes,Fresh,998650,1623.218
GEO,EGY,2023,Potatoes,Fresh,608959,1606.5
RUS,EGY,2013,Potatoes,Dehydrated,2479872,1599.235
USA,EGY,2006,Potatoes,Dehydrated,2865764,1599.225
PSE,EGY,2018,Potatoes,Dehydrated,5696274,1634.99873
MLI,MAR,2016,Seed Potatoes,Seed,374722,1590.744
FRA,MAR,2016,Potatoes,Fresh,866204,1583.664
POL,EGY,2024,Potatoes,Dehydrated,4156942,1575.839
BEL,MAR,2007,Potatoes,Fresh,801778,1570.721
POL,EGY,2011,Potatoes,Frozen,1559894,1567.005
RUS,MAR,2019,Potatoes,Fresh,937804,1556.62
POL,EGY,2022,Potatoes,Dehydrated,3542532,1554.107
PSE,EGY,2023,Potatoes,Dehydrated,8043717,1578.017964
BIH,EGY,2011,Potatoes,Fresh,657820,1543.656
BLR,EGY,2012,Potatoes,Fresh,509100,1538.5
PSE,EGY,2022,Potatoes,Dehydrated,7283016,1567.057673
BHR,EGY,2013,Potatoes,Frozen,1665062,1557.732
CHE,MAR,2006,Potatoes,Fresh,1000497,1512.695
SVN,EGY,2012,Potatoes,Fresh,687140,1511.215
BHR,EGY,2016,Potatoes,Frozen,1877328,1515.4483
CZE,EGY,2008,Potatoes,Fresh,915804,1508.626
ZAF,EGY,2004,Potatoes,Frozen,577330,1506.9
BIH,EGY,2021,Potatoes,Fresh,598712,1499.3179
FRA,MAR,2020,Potatoes,Fresh,2177874,1494.61
SEN,MAR,2022,Potatoes,Dehydrated,293863,1491.872
DEU,EGY,2009,Potatoes,Dehydrated,4030008,1463.976354
POL,EGY,2019,Potatoes,Dehydrated,3082017,1459.512
OMN,EGY,2002,Potatoes,Fresh,365039,1459.365
UKR,EGY,2012,Potatoes,Fresh,1288484,1455.192
OMN,EGY,2016,Potatoes,Frozen,1443243,1618.077
POL,EGY,2014,Potatoes,Dehydrated,4912379,1926.895
PSE,EGY,2021,Potatoes,Dehydrated,6485492,1498.084208
NLD,EGY,2021,Potatoes,Fresh,567538,1443.6
QAT,EGY,2012,Potatoes,Frozen,2694369,2861.971
RUS,EGY,2012,Potatoes,Dehydrated,2235888,1421.469
RUS,EGY,2010,Potatoes,Dehydrated,1716235,1421.104
CYP,EGY,2019,Potatoes,Fresh,605802,1417.25
DZA,EGY,2008,Potatoes,Frozen,703620,1512
BIH,EGY,2015,Potatoes,Fresh,386919,1413.675
BFA,MAR,2022,Potatoes,Frozen,95443,1411.87
MAR,EGY,2006,Potatoes,Frozen,1067435,1410.513
CHE,EGY,2013,Potatoes,Fresh,1275659,1409.205
POL,EGY,2015,Potatoes,Dehydrated,3666581,1529.13
RUS,MAR,2003,Potatoes,Fresh,278933,1408.974
BFA,MAR,2014,Potatoes,Fresh,68568,1408.5
POL,MAR,2015,Potatoes,Fresh,678450,1402.489
ESP,MAR,2018,Potatoes,Fresh,526256,1400.91
QAT,DZA,2022,Potatoes,Fresh,613688,1399.38
POL,EGY,2010,Potatoes,Dehydrated,2936780,1401.814
SVK,EGY,2007,Potatoes,Fresh,683643,1378.322
USA,EGY,2009,Potatoes,Dehydrated,3891173,1375.924
CZE,EGY,2021,Potatoes,Fresh,549305,1375.548
ESP,EGY,2017,Potatoes,Fresh,600261,1374
FRA,MAR,2017,Potatoes,Fresh,761502,1371.742
POL,EGY,2021,Potatoes,Dehydrated,3196274,1370.973
BGR,EGY,2006,Potatoes,Fresh,159848,1360.9
RUS,EGY,2011,Potatoes,Dehydrated,2125050,1378.349
UGA,KEN,2023,Potatoes,Frozen,136069,1384.892
NER,MAR,2014,Potatoes,Fresh,273369,1352.285
MYS,EGY,2014,Potatoes,Fresh,656291,1350
SVN,EGY,2010,Potatoes,Fresh,719531,1348.704
POL,MAR,2013,Potatoes,Fresh,874410,1348.343
PSE,EGY,2019,Potatoes,Dehydrated,5034912,1370.304857
NER,MAR,2015,Potatoes,Fresh,228530,1340.1
CZE,EGY,2011,Potatoes,Fresh,893429,1334.723
MYS,EGY,2024,Potatoes,Fresh,618973,1330.924
PSE,EGY,2020,Potatoes,Dehydrated,5403953,1357.2379
MUS,EGY,2024,Potatoes,Frozen,1982586,1324.23
BFA,EGY,2023,Potatoes,Fresh,76970,1321.384
TUR,EGY,2023,Potatoes,Dehydrated,1392594,1317.199
BRA,EGY,2022,Potatoes,Dehydrated,2114585,1314.486
DZA,EGY,2014,Potatoes,Dehydrated,6814449,1330.608
POL,MAR,2016,Potatoes,Fresh,602800,1303.291
ALB,EGY,2012,Potatoes,Fresh,512755,1300
DEU,EGY,2006,Potatoes,Dehydrated,2228000,1294.5
POL,EGY,2017,Potatoes,Dehydrated,2966847,1413.427
POL,EGY,2016,Potatoes,Dehydrated,3149687,1511.941
NLD,EGY,2006,Potatoes,Fresh,550259,1288.056
LBY,EGY,2007,Potatoes,Dehydrated,458941,1302.184
ROM,EGY,2019,Potatoes,Fresh,608569,1287.75
POL,EGY,2020,Potatoes,Dehydrated,3150003,1282.829
POL,EGY,2003,Potatoes,Fresh,232000,1274.294
PSE,EGY,2017,Potatoes,Dehydrated,4381403,1281.598919
ROM,EGY,2021,Potatoes,Fresh,408528,1257.5
CZE,EGY,2020,Potatoes,Fresh,407237,1252.848
POL,EGY,2009,Potatoes,Dehydrated,3240706,1443.792
MAR,EGY,2005,Potatoes,Frozen,980293,1242.798
AUT,EGY,2014,Potatoes,Fresh,602520,1233.71
USA,MAR,2006,Potatoes,Dehydrated,3366242,1232.237
RUS,EGY,2009,Potatoes,Dehydrated,1243568,1228.263
AUT,EGY,2013,Potatoes,Fresh,1089043,1221.2
TUN,DZA,2003,Potatoes,Fresh,95541,1219
POL,EGY,2011,Potatoes,Dehydrated,2389046,1213.844
FRA,EGY,2017,Potatoes,Fresh,927592,1213.339
TUR,EGY,2020,Potatoes,Dehydrated,1355462,1341.058
BFA,MAR,2024,Potatoes,Fresh,82820,1202.35
POL,EGY,2013,Potatoes,Dehydrated,3596896,1718.488
TZA,KEN,2013,Potatoes,Frozen,197474,1200
PAK,EGY,2022,Potatoes,Frozen,1321997,1196.43
MLI,MAR,2023,Potatoes,Fresh,283845,1196.13
GBR,MAR,2002,Potatoes,Fresh,531405,1188.068
BEL,EGY,2019,Potatoes,Frozen,1930192,1188
AUT,EGY,2021,Potatoes,Fresh,623075,1183.36
DEU,EGY,2005,Potatoes,Dehydrated,1991000,1184.1
ALB,EGY,2010,Potatoes,Fresh,490363,1180
PAK,EGY,2020,Potatoes,Frozen,1262911,1173.545
AUT,EGY,2010,Potatoes,Fresh,841190,1170.1
CZE,EGY,2017,Potatoes,Fresh,511339,1169.69
BIH,EGY,2018,Potatoes,Fresh,463170,1162.643
THA,EGY,2007,Potatoes,Frozen,745660,1162.512
OMN,EGY,2009,Potatoes,Frozen,966130,1333.728
THA,EGY,2010,Potatoes,Frozen,947600,1156.2
AUT,EGY,2017,Potatoes,Fresh,567866,1155.62
POL,EGY,2004,Potatoes,Fresh,257229,1149.302
ALB,EGY,2008,Potatoes,Fresh,480062,1144.025
OMN,EGY,2011,Potatoes,Frozen,1600692,1711.535
OMN,EGY,2015,Potatoes,Frozen,1175181,1160.504
ISR,EGY,2024,Potatoes,Frozen,1750000,1138.763384
BHR,EGY,2012,Potatoes,Frozen,1164285,1181.625
POL,EGY,2015,Potatoes,Fresh,406015,1133.411
KWT,EGY,2019,Potatoes,Dehydrated,806663,1222.9978
TUR,EGY,2022,Potatoes,Dehydrated,1255893,1171.127
QAT,EGY,2006,Potatoes,Frozen,905879,1271.251
HKG,EGY,2012,Potatoes,Fresh,600988,1121.1
MLI,MAR,2021,Seed Potatoes,Seed,619945,1120.1
MRT,MAR,2021,Potatoes,Frozen,619954,1182.24
ESP,MAR,2015,Potatoes,Fresh,244152,1096.129
OMN,EGY,2007,Potatoes,Frozen,1081854,1163.129
POL,EGY,2008,Potatoes,Dehydrated,2495089,1088.929
JPN,EGY,2013,Potatoes,Frozen,1199067,1087.358
JPN,EGY,2009,Potatoes,Frozen,965503,1199.66
BEL,MAR,2004,Potatoes,Fresh,572417,1082.368
BHR,EGY,2016,Potatoes,Fresh,631592,1080.224613
SAU,EGY,2002,Potatoes,Dehydrated,722934,1079
POL,EGY,2018,Potatoes,Dehydrated,2238839,1073.788
SDN,EGY,2010,Potatoes,Frozen,425098,1072.625
TUR,EGY,2021,Potatoes,Dehydrated,1118618,1164.164
POL,EGY,2010,Potatoes,Fresh,464003,1070.631
DEU,MAR,2023,Potatoes,Fresh,1134866,1068.759
MRT,MAR,2014,Potatoes,Fresh,159419,1066.675
OMN,EGY,2020,Potatoes,Frozen,1037784,1065.68
UKR,EGY,2014,Potatoes,Fresh,931424,1057.631
BRA,EGY,2020,Potatoes,Frozen,936885,1057.61
AZE,EGY,2012,Potatoes,Fresh,39359,1054
QAT,EGY,2023,Potatoes,Fresh,669336,1051.618686
RUS,EGY,2007,Potatoes,Dehydrated,861591,1046.402
AZE,EGY,2015,Potatoes,Fresh,63631,1046.28
AUT,EGY,2018,Potatoes,Fresh,517103,1045.87
TUR,EGY,2024,Potatoes,Dehydrated,1304185,1085.317
OMN,EGY,2011,Potatoes,Fresh,521102,1044.709
MUS,EGY,2019,Potatoes,Frozen,1180910,1035.25
POL,EGY,2012,Potatoes,Dehydrated,2332983,1214.718
POL,EGY,2006,Potatoes,Frozen,616675,1033.1
SYR,EGY,2007,Potatoes,Frozen,527560,1505.278
BHR,EGY,2008,Potatoes,Frozen,868376,1032.204
CZE,EGY,2009,Potatoes,Fresh,541012,1029.976
