ReporterISO3,PartnerISO3,Year,Value chains,Temperature,value_usd,quantity_mt
RUS,EGY,2018,Potatoes,Fresh,127679192,361400.02
RUS,EGY,2017,Potatoes,Fresh,118410587,326063.18
RUS,EGY,2014,Potatoes,Fresh,172123491,308317.42
RUS,EGY,2021,Potatoes,Fresh,108633553,285932.197
RUS,EGY,2015,Potatoes,Fresh,117094518,274578.106
RUS,EGY,2011,Potatoes,Fresh,150518928,263035.982
RUS,EGY,2020,Potatoes,Fresh,73595055,194444.615
UGA,KEN,2024,Potatoes,Fresh,7226754,156926
GRC,EGY,2024,Potatoes,Fresh,64237991,154965.94
GRC,EGY,2023,Potatoes,Fresh,53611991,140543.85
RUS,EGY,2016,Potatoes,Fresh,45430447,132988.64
RUS,EGY,2019,Potatoes,Fresh,61468416,131590.72
RUS,EGY,2013,Potatoes,Fresh,70374403,128061.232
GRC,EGY,2019,Potatoes,Fresh,56290176,117809.35
ITA,EGY,2008,Potatoes,Fresh,51685643,109332
UGA,KEN,2021,Potatoes,Fresh,13766597,107978.67
ITA,EGY,2007,Potatoes,Fresh,46827413,106629
RUS,EGY,2008,Potatoes,Fresh,55434247,101569.047
ITA,EGY,2024,Potatoes,Fresh,44560770,100717.62
GRC,EGY,2020,Potatoes,Fresh,33033827,98628.3
DEU,EGY,2008,Potatoes,Fresh,39616234,98479.603
ITA,EGY,2005,Potatoes,Fresh,32583224,96941.9
DEU,EGY,2002,Potatoes,Fresh,23815000,96767.5
ITA,EGY,2009,Potatoes,Fresh,47098096,92139
GRC,EGY,2022,Potatoes,Fresh,38557139,91643.2
ITA,EGY,2006,Potatoes,Fresh,33890047,91221.5
UGA,KEN,2023,Potatoes,Fresh,5788550,90457.3
ITA,EGY,2002,Potatoes,Fresh,25103456,87267.8
LBN,EGY,2007,Potatoes,Fresh,29096903,85366.605
GRC,EGY,2017,Potatoes,Fresh,31491797,84584.85
ITA,EGY,2010,Potatoes,Fresh,43573840,83982.7
DEU,EGY,2024,Potatoes,Fresh,43456154,82151.001
DEU,EGY,2019,Potatoes,Fresh,38475226,81739.91316
DEU,EGY,2005,Potatoes,Fresh,27928000,81727.7
RUS,EGY,2012,Potatoes,Fresh,42380363,81307.779
ITA,EGY,2013,Potatoes,Fresh,39519012,79312.8
ITA,EGY,2023,Potatoes,Fresh,42953275,78177.05
ITA,EGY,2003,Potatoes,Fresh,21834178,77504.9
DEU,EGY,2009,Potatoes,Fresh,34509041,75719.443
RUS,EGY,2010,Potatoes,Fresh,41372700,75664.176
ITA,EGY,2004,Potatoes,Fresh,26626558,75609.7
ITA,EGY,2011,Potatoes,Fresh,46736109,74505.325
GRC,EGY,2008,Potatoes,Fresh,37392188,73207.172
DEU,EGY,2018,Potatoes,Fresh,27735343,72767.898
GRC,EGY,2009,Potatoes,Fresh,29523558,72070.407
TUR,EGY,2019,Potatoes,Fresh,31922973,71985.95
RUS,EGY,2006,Potatoes,Fresh,16517491,70883.692
LBN,EGY,2019,Potatoes,Fresh,27307826,70849.8
DEU,EGY,2006,Potatoes,Fresh,30203000,68672.8
ITA,EGY,2012,Potatoes,Fresh,35277679,68672.35
DEU,EGY,2020,Potatoes,Fresh,30219470,67226.281
GRC,EGY,2021,Potatoes,Fresh,23903631,66478.7
ITA,EGY,2017,Potatoes,Fresh,27427168,66275
DEU,EGY,2017,Potatoes,Fresh,28174321,66102.175
LBN,EGY,2017,Potatoes,Fresh,23756840,65932.7
GRC,EGY,2007,Potatoes,Fresh,29631131,65344.917
ARE,EGY,2023,Potatoes,Fresh,22507606,65157.5
RUS,EGY,2007,Potatoes,Fresh,32701812,65064.793
LBN,EGY,2022,Potatoes,Fresh,25467496,64896.5
ITA,EGY,2016,Potatoes,Fresh,31520520,64890.9
DEU,EGY,2023,Potatoes,Fresh,40332276,64851.264
LBN,EGY,2016,Potatoes,Fresh,27983955,63917.5
DEU,EGY,2013,Potatoes,Fresh,40603077,63847.069
GRC,EGY,2018,Potatoes,Fresh,20617540,63629.73
DEU,EGY,2016,Potatoes,Fresh,36649132,63536.779
GRC,EGY,2004,Potatoes,Fresh,22908949,63431.218
ITA,EGY,2015,Potatoes,Fresh,23860616,63039.3
ESP,EGY,2024,Potatoes,Fresh,31293857,62202.19
ARE,EGY,2017,Potatoes,Fresh,22999736,61207.2
DEU,EGY,2011,Potatoes,Fresh,39320599,61094.602
DEU,EGY,2014,Potatoes,Fresh,29167948,60460.851
ARE,EGY,2022,Potatoes,Fresh,21281600,59971.6
ITA,EGY,2019,Potatoes,Fresh,28167027,59598.1
GRC,EGY,2010,Potatoes,Fresh,23886641,59538.875
LBN,EGY,2003,Potatoes,Fresh,7147742,59458.425
ARE,EGY,2020,Potatoes,Fresh,20927730,59245.2
RUS,EGY,2009,Potatoes,Fresh,33876808,58766.902
DEU,EGY,2012,Potatoes,Fresh,22437621,56537.216
GRC,EGY,2015,Potatoes,Fresh,19364239,55933.625
DEU,EGY,2004,Potatoes,Fresh,22701000,55839.2
ITA,EGY,2014,Potatoes,Fresh,29902341,55643.44
DEU,EGY,2022,Potatoes,Fresh,33085820,55522.494
ARE,EGY,2018,Potatoes,Fresh,17132404,55471.72
LBN,EGY,2008,Potatoes,Fresh,20631919,54689.54
LBN,EGY,2005,Potatoes,Fresh,7684000,53263
DEU,EGY,2010,Potatoes,Fresh,28823453,52329.629
GRC,EGY,2011,Potatoes,Fresh,37044890,52243.325
SAU,EGY,2022,Potatoes,Fresh,18458452,51187.86
GRC,EGY,2006,Potatoes,Fresh,20669269,50896.71
RUS,EGY,2005,Potatoes,Fresh,12108751,50541.904
ESP,EGY,2023,Potatoes,Fresh,26995762,50488.3
DEU,EGY,2021,Potatoes,Fresh,24104091,50242.727
DEU,EGY,2015,Potatoes,Fresh,19270768,50128.745
DEU,EGY,2007,Potatoes,Fresh,21417000,49778.1
LBN,EGY,2014,Potatoes,Fresh,24411817,49554.962
GRC,EGY,2005,Potatoes,Fresh,15566429,49527.635
LBN,EGY,2018,Potatoes,Fresh,15221857,47267.1
ARE,EGY,2015,Potatoes,Fresh,21965700,47246.4
LBN,EGY,2013,Potatoes,Fresh,25250133,46789.38
GRC,EGY,2016,Potatoes,Fresh,16048154,46403.8
LBN,EGY,2004,Potatoes,Fresh,6442000,46099
GRC,EGY,2013,Potatoes,Fresh,25055675,45949.45
LBN,EGY,2002,Potatoes,Fresh,7542996,45632.063
GRC,EGY,2002,Potatoes,Fresh,13315483,45312.872
LBN,EGY,2020,Potatoes,Fresh,15182434,44321.6
ARE,EGY,2014,Potatoes,Fresh,23291866,42791.5
LBN,EGY,2024,Potatoes,Fresh,25747330,42194.97246
SVN,EGY,2017,Potatoes,Fresh,6040205,41930.063
ARE,EGY,2021,Potatoes,Fresh,13574348,41109.6
ITA,EGY,2020,Potatoes,Fresh,22307953,40929.28
SVN,EGY,2023,Potatoes,Fresh,23283628,40373.89613
LBN,EGY,2009,Potatoes,Fresh,16807959,40343.5
LBN,EGY,2015,Potatoes,Fresh,15973245,39094
DEU,EGY,2003,Potatoes,Fresh,12014000,38596.3
ITA,EGY,2018,Potatoes,Fresh,17611302,38345.5
SVN,EGY,2024,Potatoes,Fresh,16693174,38334.8226
FRA,MAR,2004,Potatoes,Fresh,21079796,38272.1
GRC,EGY,2012,Potatoes,Fresh,12874780,36529.425
KWT,EGY,2017,Potatoes,Fresh,16544872,35909.76
SAU,EGY,2024,Potatoes,Frozen,47832209,36896.659
FRA,MAR,2008,Potatoes,Fresh,27390707,33179.5
ITA,EGY,2022,Potatoes,Fresh,14781906,32615.2
ITA,EGY,2021,Potatoes,Fresh,17517983,32299.5
GRC,EGY,2003,Potatoes,Fresh,9982308,32122.598
UGA,KEN,2020,Potatoes,Fresh,4847323,31703.456
SVN,EGY,2019,Potatoes,Fresh,15845188,30735.74345
ARE,EGY,2019,Potatoes,Fresh,11537250,30219.032
LBN,EGY,2012,Potatoes,Fresh,12019677,29730.205
FRA,MAR,2003,Potatoes,Fresh,12087821,29728.7
LBN,EGY,2023,Potatoes,Fresh,18782626,29510.08875
SVN,EGY,2020,Potatoes,Fresh,14657693,29189.45374
GBR,EGY,2013,Potatoes,Fresh,17632582,29170.31
FRA,MAR,2002,Potatoes,Fresh,10246312,28969.9
LBN,EGY,2006,Potatoes,Fresh,4199118,28967
FRA,MAR,2005,Potatoes,Fresh,11463487,28769.5
KWT,EGY,2014,Potatoes,Fresh,15178366,28292.55
BRA,EGY,2024,Potatoes,Frozen,30771231,27825.496
KWT,EGY,2023,Potatoes,Fresh,12797006,27470.444
KWT,EGY,2018,Potatoes,Fresh,10587837,27284.33
MRT,EGY,2024,Potatoes,Fresh,6564973,27243.3
KWT,EGY,2015,Potatoes,Fresh,13853286,27221.71
ESP,MAR,2019,Potatoes,Fresh,9270847,25582.337
LBN,EGY,2021,Potatoes,Fresh,8048743,25493.2
LBN,EGY,2010,Potatoes,Fresh,9579245,25171.76
ARE,EGY,2016,Potatoes,Fresh,11675401,25164.9
ARE,EGY,2022,Potatoes,Frozen,30485513,29720.88
KWT,EGY,2022,Potatoes,Fresh,12553592,25006.72725
ARE,EGY,2023,Potatoes,Frozen,31983875,26949.61
FRA,MAR,2007,Potatoes,Fresh,13907798,24807.8
RUS,EGY,2003,Potatoes,Fresh,3323495,24065.117
KWT,EGY,2020,Potatoes,Fresh,9674630,24024.2
GBR,EGY,2024,Potatoes,Fresh,13476400,23717.73
GBR,EGY,2007,Potatoes,Fresh,11336197,23679.215
GRC,EGY,2014,Potatoes,Fresh,10691584,22900
GBR,EGY,2005,Potatoes,Fresh,7986420,22658.91
GBR,EGY,2008,Potatoes,Fresh,14063781,22446.103
FRA,MAR,2006,Potatoes,Fresh,9051244,21589.7
IRQ,EGY,2014,Potatoes,Frozen,2491302,21038.7
JOR,EGY,2023,Potatoes,Frozen,32135813,21029.74242
GBR,EGY,2006,Potatoes,Fresh,8053825,20777.88
RUS,MAR,2014,Potatoes,Fresh,9653876,20468.296
ARE,EGY,2013,Potatoes,Fresh,11327118,20316.1
SAU,EGY,2022,Potatoes,Frozen,25549015,27999.898
GBR,EGY,2011,Potatoes,Fresh,16364651,20096.216
USA,EGY,2023,Potatoes,Frozen,29274569,20080.823
SVN,EGY,2022,Potatoes,Fresh,9334214,19992.48031
OMN,EGY,2022,Potatoes,Fresh,9882824,19686.5648
RUS,EGY,2004,Potatoes,Fresh,3702965,19372.11
ARE,EGY,2021,Potatoes,Frozen,19650401,19816.04
SVN,EGY,2021,Potatoes,Fresh,8146447,19045.59242
SAU,EGY,2020,Potatoes,Frozen,15598254,28381.249
SVN,EGY,2018,Potatoes,Fresh,10954362,18565.1194
GBR,EGY,2003,Potatoes,Fresh,6924640,18322.9
GBR,EGY,2010,Potatoes,Fresh,11456555,18247.54
GBR,EGY,2009,Potatoes,Fresh,11620407,18025.31
OMN,EGY,2020,Potatoes,Fresh,13239297,17937
JOR,EGY,2019,Potatoes,Frozen,14790055,18080.7
SAU,EGY,2007,Potatoes,Frozen,16086475,17344
GBR,EGY,2002,Potatoes,Fresh,5661998,17181.66
ARE,EGY,2018,Potatoes,Frozen,16605582,17173.199
ARE,EGY,2019,Potatoes,Frozen,16894678,17090.261
UGA,KEN,2017,Potatoes,Fresh,4770175,17006.536
IDN,EGY,2022,Potatoes,Fresh,9194440,16986.5
HRV,EGY,2024,Potatoes,Fresh,7036158,16951.6
LBN,EGY,2011,Potatoes,Fresh,8940317,16825.375
OMN,EGY,2023,Potatoes,Fresh,10681555,16782.1924
JOR,EGY,2022,Potatoes,Frozen,21574819,17381.88718
USA,EGY,2024,Potatoes,Frozen,23467027,16703.294
KWT,EGY,2013,Potatoes,Fresh,8353782,16680.037
MRT,EGY,2023,Potatoes,Fresh,4223607,16605.256
ARE,EGY,2017,Potatoes,Frozen,16584681,17136.212
SAU,EGY,2008,Potatoes,Frozen,12245882,16147
GBR,EGY,2004,Potatoes,Fresh,6168040,15829.95
SAU,EGY,2021,Potatoes,Frozen,17533772,27144.57
NLD,MAR,2008,Potatoes,Fresh,10956847,15286.065
ARE,EGY,2020,Potatoes,Frozen,15385475,16076.644
ARE,EGY,2013,Potatoes,Frozen,15732334,15374.978
NLD,EGY,2012,Potatoes,Fresh,9743099,15012.24
KWT,EGY,2021,Potatoes,Fresh,5923690,14753.002
SEN,MAR,2024,Potatoes,Dehydrated,5337795,17297.224
ARE,EGY,2016,Potatoes,Frozen,14973519,14641.685
SAU,EGY,2009,Potatoes,Frozen,9459206,14602
OMN,EGY,2015,Potatoes,Fresh,6394577,14275.538
OMN,EGY,2021,Potatoes,Fresh,6082785,13747.1
IDN,EGY,2017,Potatoes,Fresh,5324946,13681.08
SAU,EGY,2023,Potatoes,Frozen,22489133,14809.43447
ARE,EGY,2014,Potatoes,Frozen,14347744,13471.473
ARE,EGY,2015,Potatoes,Frozen,14047862,13686.844
SAU,EGY,2006,Potatoes,Frozen,8942867,13220
QAT,EGY,2015,Seed Potatoes,Seed,5972214,12972.343
MLI,MAR,2017,Potatoes,Fresh,4039198,12879
SAU,EGY,2017,Potatoes,Frozen,12147278,13783.317
OMN,EGY,2017,Potatoes,Fresh,4776725,12645.6
ESP,MAR,2013,Potatoes,Fresh,6545713,12422.73
SAU,EGY,2023,Potatoes,Fresh,7163400,12208.00009
TUN,EGY,2004,Potatoes,Fresh,3959484,12200
NLD,EGY,2010,Potatoes,Fresh,5756489,11979.3
QAT,EGY,2017,Seed Potatoes,Seed,5113119,11855.896
FRA,MAR,2010,Potatoes,Fresh,7076719,11717.9
JOR,EGY,2017,Potatoes,Frozen,10498995,11943.403
OMN,EGY,2018,Potatoes,Fresh,3409006,11413.9
CIV,EGY,2024,Potatoes,Fresh,1711756,11335.5
UGA,KEN,2014,Potatoes,Fresh,3368647,11197.16
GBR,EGY,2014,Potatoes,Fresh,7527565,11094.32
MLI,MAR,2022,Potatoes,Fresh,3243590,11040.5
ARE,EGY,2012,Potatoes,Frozen,10790182,11288.863
KWT,EGY,2007,Potatoes,Fresh,3496167,10836.767
BEL,EGY,2023,Potatoes,Fresh,4790636,10783.626
SAU,EGY,2013,Potatoes,Frozen,12094415,10659
TUN,EGY,2012,Potatoes,Fresh,1731557,10573.17
ARE,EGY,2007,Potatoes,Fresh,3459540,10467.898
KWT,EGY,2016,Potatoes,Fresh,5546136,10432.533
SAU,EGY,2012,Potatoes,Frozen,10465080,10895
IDN,EGY,2024,Potatoes,Fresh,4915835,9970.5
IDN,EGY,2023,Potatoes,Fresh,4696800,9940
OMN,EGY,2014,Potatoes,Fresh,5346325,9861.27
UGA,KEN,2013,Potatoes,Fresh,419213,9834.59
KWT,EGY,2023,Potatoes,Frozen,12134515,9781.395
KWT,EGY,2021,Potatoes,Frozen,9881034,9526.473
SAU,EGY,2004,Potatoes,Frozen,6732275,9451
ROM,EGY,2004,Potatoes,Fresh,1371994,9447.26
NLD,MAR,2012,Potatoes,Fresh,5327641,9370.622
SAU,EGY,2019,Potatoes,Frozen,11335737,11190.86206
SAU,EGY,2011,Potatoes,Frozen,9028278,9291
MRT,MAR,2022,Potatoes,Fresh,4649206,9287.94
NLD,EGY,2009,Potatoes,Fresh,4696538,9209.989
CHE,EGY,2022,Potatoes,Fresh,7145875,9180.13
GBR,EGY,2012,Potatoes,Fresh,5306110,9149.83
KWT,EGY,2019,Potatoes,Fresh,3860945,9126.69
ESP,MAR,2007,Potatoes,Fresh,3311109,9071.802
GBR,EGY,2017,Potatoes,Fresh,4854017,9041.83
POL,EGY,2022,Potatoes,Fresh,3510138,9025.587
UKR,EGY,2020,Potatoes,Fresh,2814271,8928.236
NLD,MAR,2007,Potatoes,Fresh,5215587,8918.302
UGA,KEN,2022,Potatoes,Fresh,984069,8874.6
GBR,EGY,2016,Potatoes,Fresh,5277673,8865.86
TUN,EGY,2018,Potatoes,Fresh,2110183,8822.49
IRQ,EGY,2014,Seed Potatoes,Seed,1133351,8778.6
DNK,EGY,2024,Potatoes,Fresh,4380968,8772.5
GBR,EGY,2023,Potatoes,Fresh,4403123,8769.16
BEL,EGY,2020,Potatoes,Fresh,2947439,8711.68
SAU,EGY,2005,Potatoes,Frozen,5142245,8672
OMN,EGY,2016,Potatoes,Fresh,3693227,8645.992
DEU,MAR,2008,Potatoes,Fresh,5178194,8640.424664
NLD,EGY,2008,Potatoes,Fresh,5807011,8615.175
BGR,EGY,2024,Potatoes,Fresh,3750594,8604.41
ESP,MAR,2024,Potatoes,Fresh,4654159,8526.654
CHE,EGY,2024,Potatoes,Fresh,8814606,8497.976
POL,EGY,2023,Potatoes,Fresh,4643499,8434.619
KWT,EGY,2022,Potatoes,Frozen,10588717,8502.153542
BRA,EGY,2023,Potatoes,Frozen,10125670,8244.045
OMN,EGY,2013,Potatoes,Fresh,4867716,8222.719
CZE,EGY,2007,Potatoes,Fresh,3787836,8186.45
KWT,EGY,2019,Potatoes,Frozen,7965396,8166.8586
ESP,EGY,2021,Potatoes,Fresh,3156263,8086.284
NLD,MAR,2006,Potatoes,Fresh,3919651,8078.777
HRV,EGY,2023,Potatoes,Fresh,3145889,8073.8
IDN,EGY,2014,Potatoes,Fresh,4486200,8020
MLI,MAR,2016,Potatoes,Fresh,2698044,8011.605
ROM,EGY,2017,Potatoes,Fresh,2968741,7974.85
FRA,MAR,2011,Potatoes,Fresh,6258170,7974.847
ESP,EGY,2022,Potatoes,Fresh,4365208,7948.78
KWT,EGY,2007,Potatoes,Frozen,7550836,8554.814
TUN,EGY,2009,Potatoes,Fresh,2224396,7888.84
NLD,MAR,2005,Potatoes,Fresh,3289428,7775.432
SAU,EGY,2010,Potatoes,Frozen,6108541,7709
POL,EGY,2019,Potatoes,Fresh,4458461,7708.584
ROM,EGY,2003,Potatoes,Fresh,1164891,7684.288
DEU,MAR,2002,Potatoes,Fresh,2769000,7645.3
JOR,EGY,2021,Potatoes,Frozen,8752706,8572.990374
NLD,EGY,2024,Potatoes,Fresh,3519936,7497.02
ESP,MAR,2008,Potatoes,Fresh,2847347,7471.709
JOR,EGY,2020,Potatoes,Frozen,7819782,7528.157668
JOR,EGY,2011,Potatoes,Frozen,8168660,7555.08
RUS,EGY,2019,Potatoes,Frozen,8130846,7221
MUS,EGY,2024,Potatoes,Fresh,5228133,7215
MLI,MAR,2021,Potatoes,Fresh,2589009,7192.75
TUN,EGY,2015,Potatoes,Fresh,1762632,7186.988
NLD,EGY,2011,Potatoes,Fresh,4313475,7161.25
MAR,EGY,2023,Potatoes,Frozen,9947911,7158.795
ESP,MAR,2022,Potatoes,Fresh,2939565,7133.978
SAU,EGY,2016,Potatoes,Frozen,8864011,8154
SAU,EGY,2002,Potatoes,Frozen,4540806,7789
NLD,MAR,2019,Potatoes,Fresh,3736386,7002.5
SAU,EGY,2015,Potatoes,Frozen,10300167,9840.216832
HRV,EGY,2015,Potatoes,Fresh,1766712,6951.5
ESP,MAR,2016,Potatoes,Fresh,2595671,6948.517
HRV,EGY,2010,Potatoes,Fresh,2825258,6930.415
TUN,EGY,2006,Potatoes,Fresh,2021492,6805
BHR,EGY,2017,Potatoes,Fresh,2995955,6782.683
POL,EGY,2024,Potatoes,Fresh,3468867,6774.504
JOR,EGY,2009,Potatoes,Frozen,7569792,6930.454
EGY,MAR,2010,Potatoes,Dehydrated,54385,6729.7
BHR,EGY,2020,Potatoes,Fresh,2710954,6710.99
SAU,EGY,2024,Potatoes,Fresh,3314108,6669.882
FRA,MAR,2009,Potatoes,Fresh,6352678,6630.4
NLD,MAR,2002,Potatoes,Fresh,2741384,6624.32
SAU,EGY,2003,Potatoes,Frozen,3791205,6846
JOR,EGY,2010,Potatoes,Frozen,7223404,6758.148
JOR,EGY,2018,Potatoes,Frozen,5267457,6598.93
GBR,EGY,2015,Potatoes,Fresh,4347551,6532.34
BHR,EGY,2022,Potatoes,Fresh,4518190,6528.5
MRT,MAR,2021,Potatoes,Fresh,3520224,6509.07
QAT,EGY,2016,Seed Potatoes,Seed,3027457,6456.36
ARE,EGY,2008,Potatoes,Frozen,6223019,7471.234
NLD,MAR,2011,Potatoes,Fresh,4623589,6344.082
KWT,EGY,2020,Potatoes,Frozen,7006563,6605.19
BHR,EGY,2023,Potatoes,Fresh,3999554,6283.85009
NLD,MAR,2014,Potatoes,Fresh,3693548,6255.182
UKR,EGY,2011,Potatoes,Fresh,2370978,6246.877
MRT,MAR,2024,Potatoes,Fresh,1515993,6242.92
DEU,MAR,2005,Potatoes,Fresh,2540000,6228.1
QAT,EGY,2014,Seed Potatoes,Seed,3471835,6121.856
NLD,MAR,2010,Potatoes,Fresh,3492075,6115.273
CHE,EGY,2023,Potatoes,Fresh,5534220,6047.72
KWT,EGY,2011,Potatoes,Frozen,6150399,6425.802
IDN,EGY,2021,Potatoes,Fresh,2698210,5975.5
IDN,EGY,2015,Potatoes,Fresh,2908950,5967.5
CHE,EGY,2021,Potatoes,Fresh,4936927,5958.85
HRV,EGY,2019,Potatoes,Fresh,2741039,5954
TZA,KEN,2016,Potatoes,Frozen,159952,5950
AUT,EGY,2004,Potatoes,Fresh,3299915,5928.3
GBR,EGY,2018,Potatoes,Fresh,3411934,5921
KWT,EGY,2018,Potatoes,Frozen,5835431,5946.212
SAU,EGY,2018,Potatoes,Frozen,9334344,9639.260263
SAU,EGY,2014,Potatoes,Frozen,10353121,9809
ZAF,EGY,2006,Potatoes,Frozen,2115590,5873.096
POL,EGY,2018,Potatoes,Fresh,1982285,5812.935
CHE,EGY,2020,Potatoes,Fresh,4605577,5788.4
JOR,EGY,2016,Potatoes,Frozen,5741373,5890.48
KWT,EGY,2017,Potatoes,Frozen,5455077,5800.679
DEU,MAR,2003,Potatoes,Fresh,2420000,5738.4
HRV,EGY,2020,Potatoes,Fresh,1985265,5738.3
ALB,EGY,2024,Potatoes,Fresh,2852335,5710.4504
ESP,MAR,2020,Potatoes,Fresh,2464622,5699.851
BHR,EGY,2018,Potatoes,Fresh,2382824,5673.994
CIV,EGY,2023,Potatoes,Fresh,808686,5660.59
ESP,EGY,2020,Potatoes,Fresh,2617022,5659.009
POL,MAR,2008,Potatoes,Fresh,3623988,5620.023
AUT,EGY,2005,Potatoes,Fresh,2275269,5619
GBR,EGY,2019,Potatoes,Fresh,2709027,5618.64
ARE,EGY,2012,Potatoes,Fresh,2009224,5615.592
NLD,MAR,2013,Potatoes,Fresh,3669105,5612.65
OMN,EGY,2019,Potatoes,Fresh,1996234,5591.95
ROM,EGY,2023,Potatoes,Fresh,2263387,5577
JOR,EGY,2013,Potatoes,Frozen,6071937,5755.028
ARE,EGY,2008,Potatoes,Fresh,2352822,5514.467
KWT,EGY,2014,Potatoes,Frozen,6010994,5676.989
NLD,EGY,2007,Potatoes,Fresh,2347014,5390.45
TZA,KEN,2014,Potatoes,Frozen,376314,5378.777
ARE,EGY,2007,Potatoes,Frozen,5353812,6304.991
TZA,KEN,2024,Potatoes,Frozen,246899,5380
JOR,EGY,2012,Potatoes,Frozen,5932065,5474.985
JOR,EGY,2006,Potatoes,Frozen,4161498,5315.938
JOR,EGY,2015,Potatoes,Frozen,5167814,5262.322
JOR,EGY,2007,Potatoes,Frozen,6023954,5233.049
AUT,EGY,2008,Potatoes,Fresh,4055931,5222.5
TUN,EGY,2023,Potatoes,Fresh,1252743,5216.6
RUS,MAR,2017,Potatoes,Fresh,2712822,5176.04
SER,EGY,2024,Potatoes,Fresh,2809964,5143.452
MAR,EGY,2022,Potatoes,Frozen,6540307,5111.96
TUN,EGY,2017,Potatoes,Fresh,1630669,5087.5
POL,EGY,2020,Potatoes,Fresh,1875100,5062.758
NLD,EGY,2019,Potatoes,Fresh,2949251,5051.629
NLD,MAR,2017,Potatoes,Fresh,2486175,5032.8
ROM,EGY,2024,Potatoes,Fresh,2411217,5030.32
BIH,EGY,2024,Potatoes,Fresh,2244490,5017.91
ESP,MAR,2017,Potatoes,Fresh,1873020,5010.667
CHE,EGY,2016,Potatoes,Fresh,3841815,4978.756
FRA,MAR,2012,Potatoes,Fresh,3427068,4971.719
ZAF,EGY,2011,Potatoes,Frozen,4038217,4966.81
POL,MAR,2007,Potatoes,Fresh,3214888,4956.008
JOR,EGY,2008,Potatoes,Frozen,5570485,5189.16
IDN,EGY,2013,Potatoes,Fresh,3168000,4950
MUS,EGY,2022,Potatoes,Fresh,3547138,4921
ROM,EGY,2005,Potatoes,Fresh,1065781,4916.66
JOR,EGY,2014,Potatoes,Frozen,5152925,4956.015
MLI,MAR,2018,Seed Potatoes,Seed,3150102,4882
CIV,MAR,2019,Potatoes,Fresh,942576,4873.427
USA,EGY,2008,Potatoes,Dehydrated,4374558,4872.945
KWT,EGY,2015,Potatoes,Frozen,5070941,5043.64
UKR,EGY,2010,Potatoes,Fresh,1675483,4857.108
MUS,EGY,2023,Potatoes,Fresh,3234486,4844
NLD,MAR,2003,Potatoes,Fresh,1992094,4810.776
NLD,MAR,2004,Potatoes,Fresh,2499909,4779.227
MAR,EGY,2019,Potatoes,Frozen,5430215,4757.005
USA,EGY,2022,Potatoes,Frozen,6342627,4709.318
ESP,MAR,2005,Potatoes,Fresh,1532629,4704.317
NLD,MAR,2016,Potatoes,Fresh,2247611,4661.15
HRV,EGY,2008,Potatoes,Fresh,2341320,4652.281
RUS,MAR,2013,Potatoes,Fresh,2376470,4641.785
ROM,EGY,2006,Potatoes,Fresh,791783,4636.095
NLD,EGY,2023,Potatoes,Fresh,2116643,4635.45
KWT,EGY,2006,Potatoes,Frozen,3272499,4965.296
ESP,MAR,2010,Potatoes,Fresh,2126754,4608.905
HRV,EGY,2009,Potatoes,Fresh,1742487,4569.56
POL,EGY,2021,Potatoes,Fresh,1920610,4554.347
SEN,MAR,2023,Potatoes,Dehydrated,1964111,7012.701
ROM,EGY,2008,Potatoes,Fresh,1535485,4544.84
QAT,EGY,2014,Potatoes,Fresh,2320925,4534.141
GBR,EGY,2020,Potatoes,Fresh,2703743,4491.4
BHR,EGY,2021,Potatoes,Fresh,1617889,4477.26
CZE,EGY,2024,Potatoes,Fresh,2483459,4471.108
HRV,EGY,2016,Potatoes,Fresh,1338415,4456.5
NLD,MAR,2015,Potatoes,Fresh,2157651,4425.78
BEL,EGY,2019,Potatoes,Fresh,1984271,4407.285
BIH,EGY,2023,Potatoes,Fresh,1900236,4397.89
HRV,EGY,2018,Potatoes,Fresh,1576472,4392
BFA,MAR,2021,Potatoes,Fresh,380743,4373.354
KWT,EGY,2013,Potatoes,Frozen,4856030,4510.847
ZAF,EGY,2005,Potatoes,Frozen,1590937,4323.68
MLI,MAR,2018,Potatoes,Fresh,1519749,4246.4
DNK,EGY,2023,Potatoes,Fresh,2218426,4235
QAT,EGY,2015,Potatoes,Frozen,4858615,4571.0478
TUN,EGY,2007,Potatoes,Fresh,1790991,4211.975
MAR,EGY,2011,Potatoes,Frozen,4227905,4208.482
POL,MAR,2005,Potatoes,Fresh,2109354,4197.64
JOR,EGY,2005,Potatoes,Frozen,3539849,4159.663
DEU,MAR,2004,Potatoes,Fresh,2304000,4136.1
QAT,EGY,2016,Potatoes,Frozen,5045541,4557.379
CHE,EGY,2019,Potatoes,Fresh,3898664,4130.052
MUS,EGY,2012,Potatoes,Frozen,925472,4110.03
POL,EGY,2017,Potatoes,Fresh,1570754,4100.478
UKR,EGY,2008,Potatoes,Fresh,1502898,4099.773
SAU,EGY,2015,Potatoes,Fresh,1631967,4095.802
SAU,EGY,2021,Potatoes,Fresh,1494655,4089.257
GMB,EGY,2024,Potatoes,Fresh,789577,4068.96
ROM,EGY,2013,Potatoes,Fresh,1987698,4051
SWE,EGY,2019,Potatoes,Fresh,1857195,4043
SEN,MAR,2018,Potatoes,Fresh,928769,4021.08
KWT,EGY,2010,Potatoes,Frozen,3474652,4110.995
HKG,EGY,2015,Potatoes,Frozen,4887996,4300.8
